,Date,hour,attendance,Attraction,Wait_time_max,NB_MAX_UNIT,GUEST_CARRIED,CAPACITY
79,2022/8/1,18,44867.062,Bumper Cars,13.593545496979754,18,185.5948322163868,232.8267352040816
80,2022/8/1,19,44867.062,Bumper Cars,11.85283130900696,18,174.32735320822448,232.8267352040816
81,2022/8/1,20,44867.062,Bumper Cars,8.25879444,18,139.88559170591174,232.8267352040816
82,2022/8/1,21,44867.062,Bumper Cars,6.956058045501361,18,127.70723342764067,232.8267352040816
83,2022/8/1,22,44867.062,Bumper Cars,3.471836651,18,42.702794872846326,232.8267352040816
84,2022/8/2,9,41593.844,Bumper Cars,4.894262027158197,18,76.86800109422896,232.8267352040816
85,2022/8/2,10,41593.844,Bumper Cars,6.762605636611116,18,149.83158952884287,232.8267352040816
86,2022/8/2,11,41593.844,Bumper Cars,12.235544185139265,18,169.12508853982146,232.8267352040816
87,2022/8/2,12,41593.844,Bumper Cars,16.01021608823151,18,179.8185656006053,232.8267352040816
88,2022/8/2,13,41593.844,Bumper Cars,16.219172650667172,18,180.4054159211873,232.8267352040816
89,2022/8/2,14,41593.844,Bumper Cars,17.512184991850276,18,174.95924640040298,232.8267352040816
90,2022/8/2,15,41593.844,Bumper Cars,17.30764794272281,18,173.69300949631898,232.8267352040816
91,2022/8/2,16,41593.844,Bumper Cars,16.56396271826499,18,181.0986832315734,232.8267352040816
92,2022/8/2,17,41593.844,Bumper Cars,13.630853639380486,18,181.95815127682243,232.8267352040816
93,2022/8/2,18,41593.844,Bumper Cars,13.511451956999874,18,184.97027985117504,232.8267352040816
94,2022/8/2,19,41593.844,Bumper Cars,11.781950064134683,18,173.21112205629177,232.8267352040816
95,2022/8/2,20,41593.844,Bumper Cars,8.295550707480693,18,138.6975716824712,232.8267352040816
96,2022/8/2,21,41593.844,Bumper Cars,6.915869323891711,18,124.48086182496442,232.8267352040816
97,2022/8/2,22,41593.844,Bumper Cars,3.582200279568947,18,45.01250395178772,232.8267352040816
98,2022/7/27,9,31143.78,Bungee Jump,5.11922121,5,73.50534291943376,296.2119897959184
99,2022/7/27,10,31143.78,Bungee Jump,14.578521879869887,5,199.24384573452664,296.2119897959184
100,2022/7/27,11,31143.78,Bungee Jump,26.272243905396856,5,220.05614758914948,296.2119897959184
101,2022/7/27,12,31143.78,Bungee Jump,34.331986562891856,5,228.95220666229196,296.2119897959184
102,2022/7/27,13,31143.78,Bungee Jump,32.52440234325528,5,191.7271752342461,296.2119897959184
103,2022/7/27,14,31143.78,Bungee Jump,35.82373744954933,5,220.17812743543183,296.2119897959184
104,2022/7/27,15,31143.78,Bungee Jump,35.401702753927275,5,198.3940629416328,296.2119897959184
105,2022/7/27,16,31143.78,Bungee Jump,28.84295142922384,5,189.12991055335817,296.2119897959184
106,2022/7/27,17,31143.78,Bungee Jump,22.851289946075944,5,211.9301673007997,296.2119897959184
107,2022/7/27,18,31143.78,Bungee Jump,19.24407805396593,5,209.5599681415219,296.2119897959184
108,2022/7/27,19,31143.78,Bungee Jump,16.508728276132494,5,210.0764795015858,296.2119897959184
109,2022/7/27,20,31143.78,Bungee Jump,10.980581962028278,5,202.2937534763572,296.2119897959184
110,2022/7/27,21,31143.78,Bungee Jump,6.855983128439316,5,183.17378735649496,296.2119897959184
111,2022/7/27,22,31143.78,Bungee Jump,7.142103829917663,5,102.90363316826532,296.2119897959184
112,2022/7/28,9,35390.42,Bungee Jump,3.9573224548762607,5,68.32496881001659,296.2119897959184
113,2022/7/28,10,35390.42,Bungee Jump,13.623481789517962,5,192.82237438808545,296.2119897959184
114,2022/7/28,11,35390.42,Bungee Jump,27.09943519546748,5,225.1587563270309,296.2119897959184
115,2022/7/28,12,35390.42,Bungee Jump,30.920684028431744,5,221.6530055056704,296.2119897959184
116,2022/7/28,13,35390.42,Bungee Jump,31.63599642177333,5,205.7703673770441,296.2119897959184
117,2022/7/28,14,35390.42,Bungee Jump,34.641924420827976,5,199.2717547589657,296.2119897959184
118,2022/7/28,15,35390.42,Bungee Jump,33.25350717383653,5,185.4459146822565,296.2119897959184
119,2022/7/28,16,35390.42,Bungee Jump,29.480126680075337,5,175.7534458011288,296.2119897959184
120,2022/7/28,17,35390.42,Bungee Jump,22.327778582065715,5,187.83815999390532,296.2119897959184
121,2022/7/28,18,35390.42,Bungee Jump,20.15634227285471,5,199.83030600960183,296.2119897959184
122,2022/7/28,19,35390.42,Bungee Jump,16.153573474720822,5,196.2409761,296.2119897959184
123,2022/7/28,20,35390.42,Bungee Jump,11.254117673580096,5,179.4633625786712,296.2119897959184
124,2022/7/28,21,35390.42,Bungee Jump,9.340782474151029,5,167.10340514186427,296.2119897959184
125,2022/7/28,22,35390.42,Bungee Jump,8.152017396984924,5,106.4180309138478,296.2119897959184
126,2022/7/29,9,40062.527,Bungee Jump,6.735967296927622,5,74.36624584658973,296.2119897959184
127,2022/7/29,10,40062.527,Bungee Jump,15.343992164447137,5,189.46843310371548,296.2119897959184
128,2022/7/29,11,40062.527,Bungee Jump,28.653542653630296,5,221.24161153576048,296.2119897959184
129,2022/7/29,12,40062.527,Bungee Jump,32.15154035923078,5,219.3552064757991,296.2119897959184
130,2022/7/29,13,40062.527,Bungee Jump,32.78937128741333,5,210.78258653629604,296.2119897959184
131,2022/7/29,14,40062.527,Bungee Jump,35.46067516522535,5,204.62060088207824,296.2119897959184
132,2022/7/29,15,40062.527,Bungee Jump,34.234215522463415,5,191.3966332997916,296.2119897959184
133,2022/7/29,16,40062.527,Bungee Jump,30.558491233902085,5,182.33200566124896,296.2119897959184
134,2022/7/29,17,40062.527,Bungee Jump,23.52453797395369,5,191.76735313972807,296.2119897959184
135,2022/7/29,18,40062.527,Bungee Jump,21.586592114399117,5,202.9794184096628,296.2119897959184
136,2022/7/29,19,40062.527,Bungee Jump,17.556051681235772,5,199.4226487494361,296.2119897959184
137,2022/7/29,20,40062.527,Bungee Jump,12.687771905761412,5,180.8935831918852,296.2119897959184
138,2022/7/29,21,40062.527,Bungee Jump,10.702701294250645,5,164.93163413996274,296.2119897959184
139,2022/7/29,22,40062.527,Bungee Jump,9.304857427,5,110.72074747041516,296.2119897959184
140,2022/7/30,9,42867.26,Bungee Jump,8.403644248121708,5,81.16003916484961,296.2119897959184
141,2022/7/30,10,42867.26,Bungee Jump,16.34704883560325,5,188.60364552139808,296.2119897959184
142,2022/7/30,11,42867.26,Bungee Jump,29.23284545,5,217.9207385832512,296.2119897959184
143,2022/7/30,12,42867.26,Bungee Jump,32.87370481323232,5,219.5314202912413,296.2119897959184
144,2022/7/30,13,42867.26,Bungee Jump,33.31966498791138,5,213.63533238960903,296.2119897959184
145,2022/7/30,14,42867.26,Bungee Jump,35.71083455082169,5,207.1802208418194,296.2119897959184
146,2022/7/30,15,42867.26,Bungee Jump,34.49178594432554,5,194.3909554434948,296.2119897959184
147,2022/7/30,16,42867.26,Bungee Jump,30.905564123523472,5,186.56274032589184,296.2119897959184
148,2022/7/30,17,42867.26,Bungee Jump,23.94859089,5,194.20930428851824,296.2119897959184
149,2022/7/30,18,42867.26,Bungee Jump,21.971603081751088,5,204.22544105887167,296.2119897959184
150,2022/7/30,19,42867.26,Bungee Jump,17.91147234477179,5,200.66444145183613,296.2119897959184
151,2022/7/30,20,42867.26,Bungee Jump,13.14159536544888,5,180.83894387337463,296.2119897959184
152,2022/7/30,21,42867.26,Bungee Jump,11.09251486358875,5,161.7388872748775,296.2119897959184
153,2022/7/30,22,42867.26,Bungee Jump,9.584595333301069,5,111.56280646816472,296.2119897959184
154,2022/7/31,9,53097.21,Bungee Jump,8.923424093,5,83.14654055810654,296.2119897959184
155,2022/7/31,10,53097.21,Bungee Jump,16.503881951739917,5,185.44219038763927,296.2119897959184
156,2022/7/31,11,53097.21,Bungee Jump,29.115763849849863,5,214.0431146935261,296.2119897959184
157,2022/7/31,12,53097.21,Bungee Jump,32.859795650753995,5,217.9179469221237,296.2119897959184
158,2022/7/31,13,53097.21,Bungee Jump,33.322716158161654,5,213.7438691,296.2119897959184
159,2022/7/31,14,53097.21,Bungee Jump,35.55601779987879,5,207.33741767044936,296.2119897959184
160,2022/7/31,15,53097.21,Bungee Jump,34.41305325757973,5,195.3601499976577,296.2119897959184
161,2022/7/31,16,53097.21,Bungee Jump,30.92430090166713,5,188.4772484802453,296.2119897959184
162,2022/7/31,17,53097.21,Bungee Jump,24.0696506,5,194.86964967339628,296.2119897959184
163,2022/7/31,18,53097.21,Bungee Jump,21.96210994,5,204.07503538705544,296.2119897959184
164,2022/7/31,19,53097.21,Bungee Jump,17.916981638644415,5,200.0031284744222,296.2119897959184
165,2022/7/31,20,53097.21,Bungee Jump,13.25755691492921,5,179.6849041982404,296.2119897959184
166,2022/7/31,21,53097.21,Bungee Jump,11.132606457279604,5,158.24299958079678,296.2119897959184
167,2022/7/31,22,53097.21,Bungee Jump,9.567736081252962,5,110.7999410602215,296.2119897959184
168,2022/8/1,9,44867.062,Bungee Jump,9.061125848220335,5,83.52731464826127,296.2119897959184
169,2022/8/1,10,44867.062,Bungee Jump,16.372294108109767,5,181.8669892659165,296.2119897959184
170,2022/8/1,11,44867.062,Bungee Jump,28.74149078645112,5,210.49458941976383,296.2119897959184
171,2022/8/1,12,44867.062,Bungee Jump,32.58321346484276,5,216.02283235986823,296.2119897959184
172,2022/8/1,13,44867.062,Bungee Jump,33.130603090693526,5,213.39938953735464,296.2119897959184
173,2022/8/1,14,44867.062,Bungee Jump,35.26404143123541,5,207.2121789,296.2119897959184
174,2022/8/1,15,44867.062,Bungee Jump,34.18652058110442,5,195.9241648313005,296.2119897959184
175,2022/8/1,16,44867.062,Bungee Jump,30.787628265594638,5,189.55786035601557,296.2119897959184
176,2022/8/1,17,44867.062,Bungee Jump,24.05998530710953,5,194.9142115308797,296.2119897959184
177,2022/8/1,18,44867.062,Bungee Jump,21.80273734475343,5,203.51639486888047,296.2119897959184
178,2022/8/1,19,44867.062,Bungee Jump,17.7882754,5,198.87718201524223,296.2119897959184
179,2022/8/1,20,44867.062,Bungee Jump,13.248018816923295,5,178.2925980255087,296.2119897959184
180,2022/8/1,21,44867.062,Bungee Jump,11.064423088923489,5,155.0550135470834,296.2119897959184
181,2022/8/1,22,44867.062,Bungee Jump,9.463315975,5,109.67285165839928,296.2119897959184
182,2022/8/2,9,41593.844,Bungee Jump,9.072828816,5,83.47198158794306,296.2119897959184
183,2022/8/2,10,41593.844,Bungee Jump,16.174867382969072,5,178.6082561937301,296.2119897959184
184,2022/8/2,11,41593.844,Bungee Jump,28.31443164466817,5,207.67465021194664,296.2119897959184
185,2022/8/2,12,41593.844,Bungee Jump,32.25334181791367,5,214.58087700660624,296.2119897959184
186,2022/8/2,13,41593.844,Bungee Jump,32.91193418,5,213.35416739531567,296.2119897959184
187,2022/8/2,14,41593.844,Bungee Jump,34.97461993042346,5,207.4567729767499,296.2119897959184
188,2022/8/2,15,41593.844,Bungee Jump,33.95502471299347,5,196.63597491016395,296.2119897959184
189,2022/8/2,16,41593.844,Bungee Jump,30.64098291016481,5,190.4531949207608,296.2119897959184
190,2022/8/2,17,41593.844,Bungee Jump,24.04324508400194,5,194.90539091343803,296.2119897959184
191,2022/8/2,18,41593.844,Bungee Jump,21.64839062635128,5,202.9673040025785,296.2119897959184
192,2022/8/2,19,41593.844,Bungee Jump,17.674883454149377,5,197.85163413874685,296.2119897959184
193,2022/8/2,20,41593.844,Bungee Jump,13.260407721543611,5,177.0752209014494,296.2119897959184
194,2022/8/2,21,41593.844,Bungee Jump,11.036866410063189,5,152.3969146302313,296.2119897959184
195,2022/8/2,22,41593.844,Bungee Jump,9.412740578447291,5,108.70444984475816,296.2119897959184
196,2022/7/27,9,31143.78,Circus Train,2.4408214496735163,1,55.30071586146418,309.99999387755105
197,2022/7/27,10,31143.78,Circus Train,4.271312812064593,1,257.09241292435394,309.99999387755105
198,2022/7/27,11,31143.78,Circus Train,5.920516673,1,232.70875830038284,309.99999387755105
199,2022/7/27,12,31143.78,Circus Train,6.396281383089679,1,203.39111089249724,309.99999387755105
200,2022/7/27,13,31143.78,Circus Train,6.977613298205124,1,218.78664286865688,309.99999387755105
201,2022/7/27,14,31143.78,Circus Train,7.114112784204359,1,227.1762081923527,309.99999387755105
202,2022/7/27,15,31143.78,Circus Train,7.277247429169416,1,220.1436259469654,309.99999387755105
203,2022/7/27,16,31143.78,Circus Train,6.560131771651918,1,277.68083199935745,309.99999387755105
204,2022/7/27,17,31143.78,Circus Train,7.040511162447364,1,226.5873574181333,309.99999387755105
205,2022/7/27,18,31143.78,Circus Train,6.303714248469408,1,244.39993961212173,309.99999387755105
206,2022/7/27,19,31143.78,Circus Train,6.364542246635226,1,243.6080286582741,309.99999387755105
207,2022/7/27,20,31143.78,Circus Train,5.936119611115249,1,191.8476432304144,309.99999387755105
208,2022/7/27,21,31143.78,Circus Train,4.287385988342538,1,97.45379652715826,309.99999387755105
209,2022/7/27,22,31143.78,Circus Train,0.4124450476981641,1,13.346169534907624,309.99999387755105
210,2022/7/28,9,35390.42,Circus Train,3.1032193075286214,1,66.85610691058888,309.99999387755105
211,2022/7/28,10,35390.42,Circus Train,4.316910856793259,1,234.1845437102433,309.99999387755105
212,2022/7/28,11,35390.42,Circus Train,5.517704544620999,1,230.4996904448294,309.99999387755105
213,2022/7/28,12,35390.42,Circus Train,6.603016646793684,1,206.16830618602896,309.99999387755105
214,2022/7/28,13,35390.42,Circus Train,7.1668094630436245,1,221.9613559229865,309.99999387755105
215,2022/7/28,14,35390.42,Circus Train,7.526456924942047,1,223.30802343389647,309.99999387755105
216,2022/7/28,15,35390.42,Circus Train,7.270076251034774,1,212.4052724482754,309.99999387755105
217,2022/7/28,16,35390.42,Circus Train,7.055485617807743,1,258.83587765667414,309.99999387755105
218,2022/7/28,17,35390.42,Circus Train,7.068778926294384,1,210.46717932257425,309.99999387755105
219,2022/7/28,18,35390.42,Circus Train,6.598717044648343,1,223.6453640244864,309.99999387755105
220,2022/7/28,19,35390.42,Circus Train,6.541826812352007,1,229.2605302124588,309.99999387755105
221,2022/7/28,20,35390.42,Circus Train,6.037316522,1,184.2333293138965,309.99999387755105
222,2022/7/28,21,35390.42,Circus Train,4.208585997712532,1,89.47048225876742,309.99999387755105
223,2022/7/28,22,35390.42,Circus Train,0.6696421040155474,1,24.15051861723107,309.99999387755105
224,2022/7/29,9,40062.527,Circus Train,3.140954310310649,1,68.47050518263505,309.99999387755105
225,2022/7/29,10,40062.527,Circus Train,4.468550047426141,1,224.2025144552392,309.99999387755105
226,2022/7/29,11,40062.527,Circus Train,5.423103774034764,1,237.5935735401453,309.99999387755105
227,2022/7/29,12,40062.527,Circus Train,6.463677635888355,1,217.28885782434068,309.99999387755105
228,2022/7/29,13,40062.527,Circus Train,7.001272143,1,231.32514816174665,309.99999387755105
229,2022/7/29,14,40062.527,Circus Train,7.390699876745504,1,228.9752942,309.99999387755105
230,2022/7/29,15,40062.527,Circus Train,7.141722291909473,1,219.95783844660832,309.99999387755105
231,2022/7/29,16,40062.527,Circus Train,7.0479241605514975,1,251.0755457040479,309.99999387755105
232,2022/7/29,17,40062.527,Circus Train,6.987301313598266,1,214.56713381643223,309.99999387755105
233,2022/7/29,18,40062.527,Circus Train,6.605321427477204,1,219.91581390254956,309.99999387755105
234,2022/7/29,19,40062.527,Circus Train,6.454043682517813,1,222.3306922515492,309.99999387755105
235,2022/7/29,20,40062.527,Circus Train,5.954537430604972,1,182.4491153420327,309.99999387755105
236,2022/7/29,21,40062.527,Circus Train,4.071422392604249,1,83.02269112975861,309.99999387755105
237,2022/7/29,22,40062.527,Circus Train,0.847579808,1,31.20518829926266,309.99999387755105
238,2022/7/30,9,42867.26,Circus Train,3.2345821865320867,1,67.06063328,309.99999387755105
239,2022/7/30,10,42867.26,Circus Train,4.546848491734074,1,214.9934748011329,309.99999387755105
240,2022/7/30,11,42867.26,Circus Train,5.395381468616384,1,242.57407329167805,309.99999387755105
241,2022/7/30,12,42867.26,Circus Train,6.402765020449094,1,222.51341216134975,309.99999387755105
242,2022/7/30,13,42867.26,Circus Train,6.946940155979672,1,236.37076658181968,309.99999387755105
243,2022/7/30,14,42867.26,Circus Train,7.322042937550422,1,232.71152064499205,309.99999387755105
244,2022/7/30,15,42867.26,Circus Train,7.099940967517663,1,225.08292613808348,309.99999387755105
245,2022/7/30,16,42867.26,Circus Train,7.036857320632849,1,247.1817298242609,309.99999387755105
246,2022/7/30,17,42867.26,Circus Train,6.964646565405393,1,215.8566386464335,309.99999387755105
247,2022/7/30,18,42867.26,Circus Train,6.636116611891135,1,217.1955049284599,309.99999387755105
248,2022/7/30,19,42867.26,Circus Train,6.439603182,1,214.7026223248108,309.99999387755105
249,2022/7/30,20,42867.26,Circus Train,5.893891893971935,1,178.47510846202766,309.99999387755105
250,2022/7/30,21,42867.26,Circus Train,3.99879038,1,77.10512065790468,309.99999387755105
251,2022/7/30,22,42867.26,Circus Train,1.0318491397489271,1,33.13774113276587,309.99999387755105
252,2022/7/31,9,53097.21,Circus Train,3.3294505619222297,1,64.93527998801672,309.99999387755105
253,2022/7/31,10,53097.21,Circus Train,4.630170621703005,1,206.1628249209104,309.99999387755105
254,2022/7/31,11,53097.21,Circus Train,5.4254126574129735,1,243.9700445,309.99999387755105
255,2022/7/31,12,53097.21,Circus Train,6.399507409494655,1,224.0786857,309.99999387755105
256,2022/7/31,13,53097.21,Circus Train,6.939344189683244,1,238.11310276009428,309.99999387755105
257,2022/7/31,14,53097.21,Circus Train,7.300811525,1,235.0075216039923,309.99999387755105
258,2022/7/31,15,53097.21,Circus Train,7.088605093376701,1,227.9420254604146,309.99999387755105
259,2022/7/31,16,53097.21,Circus Train,7.038794148414115,1,245.0428667146413,309.99999387755105
260,2022/7/31,17,53097.21,Circus Train,6.949621615538873,1,215.43889696732307,309.99999387755105
261,2022/7/31,18,53097.21,Circus Train,6.659837615939207,1,214.73835146592324,309.99999387755105
262,2022/7/31,19,53097.21,Circus Train,6.421231679040401,1,208.35442272439988,309.99999387755105
263,2022/7/31,20,53097.21,Circus Train,5.822084698468476,1,173.97880132704654,309.99999387755105
264,2022/7/31,21,53097.21,Circus Train,3.951782928615964,1,72.85448374108252,309.99999387755105
265,2022/7/31,22,53097.21,Circus Train,1.1824922458244795,1,33.75983361811773,309.99999387755105
266,2022/8/1,9,44867.062,Circus Train,3.4031164070867925,1,63.711623263340485,309.99999387755105
267,2022/8/1,10,44867.062,Circus Train,4.699901314543867,1,198.92604631213536,309.99999387755105
268,2022/8/1,11,44867.062,Circus Train,5.462627802,1,243.7794765962994,309.99999387755105
269,2022/8/1,12,44867.062,Circus Train,6.405108129667447,1,224.7719402726722,309.99999387755105
270,2022/8/1,13,44867.062,Circus Train,6.936173889007513,1,238.7933812,309.99999387755105
271,2022/8/1,14,44867.062,Circus Train,7.287425865884486,1,236.7829081703709,309.99999387755105
272,2022/8/1,15,44867.062,Circus Train,7.077618539733456,1,229.66842148629615,309.99999387755105
273,2022/8/1,16,44867.062,Circus Train,7.032110953309609,1,243.81247367376628,309.99999387755105
274,2022/8/1,17,44867.062,Circus Train,6.927764451987544,1,214.5061326528334,309.99999387755105
275,2022/8/1,18,44867.062,Circus Train,6.664410104753949,1,212.5081536945549,309.99999387755105
276,2022/8/1,19,44867.062,Circus Train,6.393984593649433,1,203.35946032124005,309.99999387755105
277,2022/8/1,20,44867.062,Circus Train,5.744119542977603,1,169.70031443813215,309.99999387755105
278,2022/8/1,21,44867.062,Circus Train,3.9135647683594033,1,70.30369999,309.99999387755105
279,2022/8/1,22,44867.062,Circus Train,1.3083450642004557,1,34.46274093639814,309.99999387755105
280,2022/8/2,9,41593.844,Circus Train,3.4616445360390324,1,63.45084986947722,309.99999387755105
281,2022/8/2,10,41593.844,Circus Train,4.758768328863538,1,193.3832561555155,309.99999387755105
